评分,评论时间,评论内容
5,2023-04-27 13:47:43,正版，鞋子很好穿，鞋码很正，按照平时自己穿的鞋吗拍刚刚好，上脚轻盈，版型也耐看。活动价格买下来相当划算啦。必须给个大大的赞。
5,2021-07-23 15:35:43,尺码大小：刚刚合适，平常穿37码，这款小半码刚刚好。透气性能：感觉四季都可以穿的，很轻巧舒适程度：很舒服的，合适的很柔软程度：刚刚好其他特色：我的脚肥，这双刚刚好，不挤压。很方便的
5,2022-11-20 18:38:54,Nike M2K Tekno 轻便百搭耐磨老爹鞋女款卡其色灰褐色这双是最近新出的一个配色，偏暗色系，也特别适合秋冬这个季节！鞋型也特别多好看，增高效果也特别的好， 女生可以考虑
5,2022-11-12 20:24:19,整体评价商品品质跟店里的一模一样，店里的卖上百了，这家店鞋子底子很软，透气。总体来说都很不错穿上非常合脚，气质也出来了，穿了之后很舒服，各种百搭，很喜欢。已经又买了一双了呢，真的很棒的鞋子。
3,2020-04-08 10:51:15,还行吧，就是味道有点大。
5,2023-01-11 13:30:16,"鞋子很好，码数正常.,非常休闲百搭！显高！颜色搭配还行，脚感也不错！两百来块，总体来说还是非常值得推荐的！！！"
5,2023-05-22 19:57:09,尺码大小：非常合适 不偏码 整双鞋由奶茶色、白色拼接而成，黑色和红色为辅色 整体色彩搭配得非常简洁大气 。脚后跟塑料跟鞋头小Nike logo搭配更加好看！
5,2022-11-18 23:03:04,鞋子实物真的很好看，这次买得很好，刚好双十一活动，有优惠买也很便宜，鞋子上脚穿着也很舒服，尺码也是正常码，确实挺不错的了。
5,2022-12-30 11:34:35,很好看的一款衣服，设计感十足，版型很棒，搭配起来也很简单。整个衣服穿着也很舒服，也没问题，物有所值！很好的一次购物。
5,2021-06-22 20:36:12,很不错的，鞋子很不错，颜色搭配的话也是蛮喜欢的。蛮喜欢这款鞋子的，脚感也还可以。搞活动的时候买比较划算，入手的性价比很高，热度很高，颜值也很不错的鞋子，喜欢的朋友女孩子。入手推荐，赞赞赞！
5,2020-11-09 23:46:10,尺码大小：偏大半码买 舒服透气性能：不闷脚舒适程度：超级舒服 一点也不累脚 站在地上很轻其他特色：越看越喜欢 前面粉白的头超级好看 随便怎么走路都很稳的感觉 就是很棒 爱了爱了
5,2020-06-14 19:43:24,颜色很漂亮，早就想买了，这次打折就赶紧下手了，买了两岁双，这双应该是休闲鞋，在它家已经买了很多了，有喜欢的接着来买
5,2021-08-30 15:28:15,👉Nike M2k白银老爹鞋简直就是一双神仙级的运动鞋呀！一眼就深深地爱上了这个颜色，特别是小个子的女生必须盘它👉这双Nike M2k上脚真是太美了，而且脚感非常舒服，让你一秒迅速增高5cm，秒变大长腿，简直太赞了吧！👍👍👍👉感觉有了这双鞋子就再也不用为买鞋发愁了，一年四季任何时候都可以穿！白银配色属于百搭的颜色，非常好搭配衣服，特别是夏天，因为夏天都喜欢穿裙子和短裤，搭配起来超酷！😎😎😎下身失踪穿法特别显长腿，并且可以修饰腿型显腿型很好看！
5,2023-02-18 07:10:37,鞋子质量很好，穿着很舒服，大小合适，穿着很合适，很满意。总体感觉鞋子还是挺好的，就是我没买到更好看的颜色🈵🈵🈵🈵
5,2021-10-27 11:26:31,颜值出众，时尚百搭，质量也不错，做工也很精细，没有多余的线头，秋冬应季爆款的老爹鞋，色系搭配少女感满满，简直太爱了，发货快包装完好，完美
5,2022-12-30 11:11:49,很好看的一双鞋，设计感十足，鞋型很棒，搭配起来也很简单。整个鞋子穿着也很舒服，也没问题，物有所值！很好的一次购物。
5,2021-11-26 16:15:01,尺码大小：尺码合适，透气性能：秋冬穿正好舒适程度：很舒服，不磨脚柔软程度：很柔软
5,2022-11-24 12:46:02,鞋子非常合脚，舒服颜值也很好，推荐大家购买，而且价格很便宜，我买了一双，打算再给小妹买一双，主要是颜值很好看，特别的漂亮柔软程度：很柔软
5,2021-09-15 23:45:11,挑了很久的这款，最终选择了这款，果然没让我失望，上脚很舒服，走路也轻盈！**也说这款非常好看！很满意哦！这个颜色，款式，很好搭配！
5,2022-08-22 20:51:10,快递非常迅速，很快就收到鞋子了。鞋型经典，配色更是大气上档次，有一种星云之感，给人无限遐想。脚感舒适，非常适合运动的一款鞋子！
5,2022-11-16 17:35:46,nike老爹鞋配色很多，意外的发现这款老爹鞋的配色丝毫不比纯白色的差，显得没那么沉闷，双十一入手价格也很合适。强烈推荐。
5,2021-10-20 23:26:51,特别适合冬天穿搭，能防浅水，非常不错。出远门穿这鞋也不累。透气性能：保暖舒适程度：还不错尺码大小：正常柔软程度：还可以，比较轻便的感觉。。。。。。。。。。。。
5,2022-12-28 12:36:50,物流很快，保护很严实，尺码标准，大小合适，穿上去很舒服特别舒服，价格便宜很多真的太棒了，一次完美的购物体验
5,2021-06-22 13:07:35,超级好看的一双鞋子，穿着舒适尺码大小：正好，不长不短。透气性能：透气性能好，不捂脚。舒适程度：舒服柔软程度：很柔软其他特色：很喜欢，非常不错的一款，与衣服百搭，时尚，青春
3,2020-12-12 14:33:34,趁双十二活动买的，脚感还行，显脚大有线头
5,2021-06-27 11:15:48,尺码大小：鞋子好看大小刚刚好合适，不大不小的透气性能：透气性很好，夏天穿着也不会很闷。舒适程度：鞋底软软的，很舒适。其他特色：物流很快，快递小哥服务态度也很好。
5,2020-06-19 07:16:42,尺码大小很合适，按照正常码和平常穿的码数来选就很合适哦；透气性能不是很好，比较厚实，夏天穿会热，鞋子没有空调哈哈哈哈唧，适合春秋季节搭配；舒适程度呢比较舒服，鞋垫柔软细腻光滑；总之颜值很高很好看，实物非常漂亮！
5,2022-11-13 20:10:23,鞋子收到了，上脚非常好看，很舒服，脚感很好，包裹也不错，配上一条长裤，嘎嘎帅，必须安排起来，而且双十一还挺实惠，值得购买！！！
5,2021-08-16 15:17:21,尺码尺码大小：尺码很好  nike老爹鞋  就是好看好看好看老爹鞋还是看nike啦啦啦透气性能：透气性能很好  真的很好  爱死了nike大爱舒适程度：舒适度还行 不是很软  看着还行可口可乐了柔软程度：非常好看好好看的我就是喜欢  啦啦啦
5,2022-11-07 17:28:48,鞋子收到了，试穿了一下，脚感特别不错，鞋子柔软弹性特别不错，发的顺丰快递，挺快的，外观好看，舒适度更是没的说，做工也没问题，尺码合适，透气性好，抓地效果非常满意，谢谢京东商城，好评
5,2022-08-19 14:29:26,鞋子整体颜值非常高，做工面料方面还行没有明显的瑕疵溢胶问题，穿着舒适而且增高效果也非常好，百搭款，整体颜值质感来说还不错。
5,2021-08-16 17:02:38,耐克m2k灰色薄荷绿，是复古鞋型的升级，在保留了复古元素的基础上，搭配上酷炫的配色，怎么说呢，超级好看，而且穿着非常的舒服。
5,2020-03-18 10:08:45,尺码大小：适合透气性能：好很透气舒适程度：很舒适柔软程度：适中其他特色：这个鞋很合脚。买来给家人穿的，觉得非常的合适，鞋底踩起来很柔软不隔脚。尺码大小稍微小了点，但是透气性能确实很不错呢。柔软程度和舒适程度都比较合适。已经推荐给朋友这款鞋。下次还会光顾，希望能出更好柔软的鞋。不显得那么花哨哦。还是很不错的选择下次还会光顾。
5,2021-08-04 15:07:47,一直心心念念的老爹鞋，趁热搞活动，终于入手了，这外观真的好看大爱了，做工很精致，材料很柔软，很舒服！尺寸大小真合适，爱了爱了！
5,2023-02-15 10:22:25,正品，活动价买的，很划算，一直用的这个牌子，很好用，白色的鞋穿多了，这次换个颜色试试看，第一次穿卡其色的鞋，我和女儿都很满意
5,2020-11-15 19:05:15,尺码大小：很合适透气性能：很不错舒适程度：舒服！其他特色：颜色很好看
5,2018-11-15 17:13:25,反正我是超级喜欢！！！！！看上去厚实，拿着好轻，舒服，期待。
5,2021-08-15 09:07:43,总体还不错，价格也很合适，尺码很正，平时都是鞋码，这个买来也正好，鞋子防滑程度还可以，不很沉，上脚也挺好看的，中间有过价格问题的争议，京东很快就给解决了，京东的售后真的赞
5,2021-07-13 11:30:29,样式狠新颖，很好看，穿搭起来随意搭配 超级超级好看，这鞋也是打折过节买的，真的超级beautiful，上脚的感觉也很舒服，一点也不硬
5,2022-02-19 16:05:53,穿起来非常舒服 刚到就拆开来穿了 挺好的 颜色样式非常的喜欢挺好的尺码大小：尺寸不大不小刚刚好透气性能：很透气柔软程度：很柔软非常舒服相信大牌子的质量
5,2021-06-24 14:37:23,尺码大小：大小刚好合适，款式也很好看，价格还实惠透气性能：透气效果很不错，舒适程度：穿在脚上也很软，很舒服柔软程度：软绵绵的，上脚很舒服。。其他特色：物流有点慢，发的不是顺丰
5,2022-11-11 12:56:34,质量很不错穿起来很舒服，快读很快。设计的很好看细节满分，鞋底很舒适，性价比首选。双十一价格还很美丽，总之非常满意的一次购物体验。
5,2022-11-01 23:57:00,非常非常非常好看，重要的事情说三遍，超级舒服，而且碰上京东活动给力，真的是太香了，每次活动都要买上几双，棒棒哒！
5,2021-01-08 20:30:35,尺码大小：鞋子尺码大小刚刚好，没有特别大的问题。透气性能：鞋子虽然是低帮敞口，但感觉冬天也能穿，没什么特别大的问题。舒适程度：鞋子穿上很舒服，也很好看，感觉很不错。其他特色：鞋子是爆款鞋子，穿上很有感觉，很好搭配衣服，很喜欢。
5,2021-08-16 16:57:46,耐克m2k灰薄荷绿，2019年4月15日发售的鞋子，灰绿色的外观超适合夏天，在复古的造型上添加了时尚的元素，，极具设计感，且上脚颜值极高。
5,2021-08-17 16:29:22,无敌少女的NikeM2K白奶茶开箱拿在手里无敌少女，配色温柔又不显油腻，绝美!虽然我也很喜欢香蕉和薄荷绿配色的m2k，但每次都赶不上补货现在为止看还是属于M2K系列里小众的鞋子，现在的价格也是非常美丽，集美们一起买回去藏(穿)起来，好希望一直小众下去......
5,2022-12-17 20:42:56,非常值得信赖的品牌，质量有保障，价格还亲民，相当满意想买的别犹豫哇！没有廉价的感觉，很高端，特别棒！宝贝物超所值，很喜欢
5,2021-11-09 10:11:00,尺码大小：尺码大小非常合适，一点也不偏码透气性能：透气性能非常良好，一点也不焐脚舒适程度：舒适性能良好还有内增高的效果柔软程度：柔软舒适透气好外观颜色好看，设计风格独特
5,2021-06-27 10:55:26,尺码大小：很标准透气性能：good舒适程度：压马路太舒服了柔软程度：比较舒服这次物流非常的快，到了以后鞋盒也非常完整，没有破损的地方，打开鞋盒，鞋子真的让我喜欢，感谢京东，哈哈哈哈哈，真的太爱了
5,2021-11-16 19:05:10,质量很好，性价比高，刚好店铺有活动，挺不错的，款式新颖，穿起来尺码标准都可以，百搭，很好搭配，透气，舒适，柔软也不错，挺好的。
5,2022-12-01 20:08:02,鞋子实物其实并没有图片的那么粉，鞋子整体的配色很清新，增高效果很不错，鞋子很好搭配衣服，活动的时候购入的，价格不是很贵，性价比很高！
5,2022-12-06 13:39:09,物流特别快，双十一拍的本来货运量就很大，第三天就收到货了，而且包装完美，不错，好评！收到货后试了一下，很不错，质量很好，值得拥有！五星好评！
5,2020-11-03 18:05:04,尺码大小：37的标准脚，穿这双37.5的很合适，但视觉上感觉鞋型偏大透气性能：适合秋冬天气舒适程度：很舒适，走路鞋底不硬其他特色：这个颜色比实物比照片上好看，百搭，很喜欢，质量也不错
